,RaceId,DriverId,ConstructorId,QualifyingPosition
1008,65,22,11,3
1012,65,23,7,7
1022,65,24,5,17
1024,65,26,5,19
1026,65,27,13,21
1027,65,29,8,22
1017,65,30,6,12
1019,65,32,9,14
1021,65,33,13,16
1010,65,37,1,5
1033,66,2,2,6
1042,66,3,3,15
1030,66,4,4,3
1035,66,8,1,8
1036,66,9,2,9
1049,66,11,8,22
1028,66,13,6,1
1044,66,14,9,17
1040,66,15,7,13
1037,66,17,3,10
1034,66,18,11,7
1031,66,21,4,4
1041,66,22,11,14
1032,66,23,7,5
1046,66,24,5,19
1045,66,26,5,18
1043,66,27,13,16
1048,66,29,8,21
1029,66,30,6,2
1038,66,32,9,11
1047,66,33,13,20
1039,66,37,1,12
1052,67,2,2,3
1061,67,3,3,12
1059,67,4,4,10
1050,67,8,1,1
1055,67,9,2,6
1070,67,11,8,21
1053,67,13,6,4
1063,67,14,9,14
1060,67,15,7,11
1068,67,17,3,19
1054,67,18,11,5
1058,67,21,4,9
1057,67,22,11,8
1062,67,23,7,13
1066,67,24,5,17
1064,67,26,5,15
1067,67,27,14,18
1071,67,29,8,22
1051,67,30,6,2
1065,67,32,9,16
1069,67,33,14,20
1056,67,37,1,7
1079,68,2,2,8
1086,68,3,3,15
1072,68,4,4,1
1076,68,8,1,5
1080,68,9,2,9
1092,68,11,8,21
1091,68,13,6,20
1083,68,14,9,12
1088,68,15,7,17
1085,68,17,3,14
1075,68,18,11,4
1073,68,21,4,2
1074,68,22,11,3
1087,68,23,7,16
1084,68,24,5,13
1082,68,26,5,11
1093,68,27,14,22
1090,68,29,8,19
1077,68,30,6,6
1089,68,33,14,18
1078,68,37,1,7
1081,68,38,9,10
1102,69,2,2,9
1103,69,3,3,10
1098,69,4,4,5
1104,69,8,1,11
1105,69,9,2,12
1113,69,11,8,20
1094,69,13,6,1
1110,69,14,9,17
1097,69,15,7,4
1107,69,17,3,14
1100,69,18,11,7
1099,69,21,4,6
1101,69,22,11,8
1096,69,23,7,3
1108,69,24,5,15
1112,69,26,5,19
1109,69,27,14,16
1115,69,29,8,22
1095,69,30,6,2
1114,69,33,14,21
1106,69,37,1,13
1111,69,38,9,18
1123,70,2,2,8
1128,70,3,3,13
1119,70,4,4,4
1117,70,8,1,2
1124,70,9,2,9
1135,70,11,8,20
1116,70,13,6,1
1134,70,14,9,19
1118,70,15,7,3
1126,70,17,3,11
1129,70,18,11,14
1121,70,21,4,6
1120,70,22,11,5
1122,70,23,7,7
1131,70,24,5,16
1132,70,26,5,17
1133,70,27,14,18
1136,70,29,8,21
1125,70,30,6,10
1137,70,33,14,22
1127,70,37,1,12
1130,70,38,9,15
4425,71,2,3,7
4431,71,4,4,13
4428,71,8,1,10
4437,71,11,16,19
4438,71,13,15,20
4423,71,14,9,5
4420,71,15,7,2
4421,71,17,3,3
4426,71,18,16,8
4419,71,21,4,1
4429,71,22,6,11
4433,71,23,7,15
4435,71,27,18,17
4436,71,30,6,18
4427,71,31,1,9
4424,71,32,9,6
4432,71,33,17,14
4422,71,35,15,4
4430,71,39,17,12
4434,71,40,18,16
4448,72,2,3,10
4439,72,4,4,1
4444,72,8,1,6
4452,72,13,15,14
4446,72,14,9,8
4440,72,15,7,2
4442,72,17,3,4
4447,72,18,16,9
4453,72,19,16,15
4441,72,21,4,3
4450,72,22,6,12
4443,72,23,7,5
4458,72,27,18,20
4451,72,30,6,13
4449,72,31,1,11
4445,72,32,9,7
4456,72,33,17,18
4454,72,35,15,16
4455,72,39,17,17
4457,72,40,18,19
4462,73,2,3,4
4459,73,4,4,1
4467,73,8,1,9
4471,73,11,16,13
4470,73,13,15,12
4472,73,14,9,14
4461,73,15,7,3
4463,73,17,3,5
4469,73,18,16,11
4468,73,21,4,10
4473,73,22,6,15
4464,73,23,7,6
4477,73,27,18,19
4460,73,30,6,2
4465,73,32,9,7
4475,73,33,17,17
4474,73,35,15,16
4466,73,37,1,8
4476,73,39,17,18
4478,73,40,18,20
4487,74,2,3,9
4480,74,4,4,2
4479,74,8,1,1
4484,74,11,16,6
4486,74,13,15,8
4493,74,14,9,15
4483,74,15,7,5
4482,74,17,3,4
4481,74,18,16,3
4491,74,21,4,13
4488,74,22,6,10
4489,74,23,7,11
4494,74,24,9,16
4485,74,25,1,7
4498,74,27,18,20
4492,74,30,6,14
4496,74,33,17,18
4490,74,35,15,12
4495,74,39,17,17
4497,74,40,18,19
4515,75,2,3,17
4501,75,4,4,3
4499,75,8,1,1
4508,75,13,15,10
4507,75,14,9,9
4503,75,15,7,5
4500,75,17,3,2
4504,75,21,4,6
4516,75,22,6,18
4502,75,23,7,4
4509,75,24,9,11
4513,75,27,18,15
4506,75,30,6,8
4505,75,31,1,7
4512,75,33,17,14
4510,75,35,15,12
4511,75,39,17,13
4514,75,40,18,16
4522,76,2,3,6
4518,76,4,4,2
4517,76,8,1,1
4527,76,13,15,11
4523,76,14,9,7
4521,76,15,7,5
4519,76,17,3,3
4520,76,21,4,4
4526,76,22,6,10
4534,76,23,7,18
4528,76,24,9,12
4530,76,27,18,14
4524,76,30,6,8
4532,76,31,1,16
4531,76,33,17,15
4525,76,35,15,9
4533,76,39,17,17
4529,76,40,18,13
1138,77,2,3,1
1143,77,4,4,6
1139,77,8,1,2
1153,77,11,16,16
1148,77,13,15,11
1149,77,14,9,12
1141,77,15,7,4
1140,77,17,3,3
1150,77,18,16,13
1146,77,21,4,9
1144,77,22,6,7
1145,77,23,7,8
1151,77,24,9,14
1157,77,27,18,20
1147,77,30,6,10
1142,77,31,1,5
1154,77,33,17,17
1152,77,35,15,15
1156,77,39,17,19
1155,77,40,18,18
1170,78,2,3,13
1160,78,4,4,3
1164,78,8,1,7
1163,78,11,16,6
1168,78,13,15,11
1169,78,14,9,12
1166,78,15,7,9
1171,78,17,3,14
1158,78,18,16,1
1161,78,21,4,4
1177,78,22,6,20
1167,78,23,7,10
1172,78,27,18,15
1159,78,30,6,2
1162,78,31,1,5
1173,78,32,9,16
1175,78,33,17,18
1165,78,35,15,8
1174,78,39,17,17
1176,78,40,18,19
1192,79,2,3,15
1183,79,4,4,6
1179,79,8,1,2
1185,79,11,16,8
1187,79,13,15,10
1193,79,14,9,16
1178,79,15,7,1
1186,79,17,3,9
1180,79,18,16,3
1181,79,21,4,4
1184,79,22,6,7
1195,79,27,18,18
1182,79,30,6,5
1188,79,31,1,11
1191,79,32,9,14
1194,79,33,17,17
1189,79,35,15,12
1196,79,39,17,19
1197,79,40,18,20
1190,79,41,7,13
1211,80,2,3,14
1198,80,4,4,1
1200,80,8,1,3
1202,80,11,16,5
1207,80,13,15,10
1212,80,14,9,15
1199,80,15,7,2
1210,80,17,3,13
1205,80,18,16,8
1204,80,21,4,7
1203,80,22,6,6
1209,80,23,7,12
1217,80,27,18,20
1201,80,30,6,4
1206,80,31,1,9
1213,80,32,9,16
1216,80,33,17,19
1208,80,35,15,11
1214,80,39,17,17
1215,80,40,18,18
1231,81,2,3,14
1218,81,4,4,1
1219,81,8,1,2
1225,81,11,16,8
1233,81,13,15,16
1230,81,14,9,13
1222,81,15,7,5
1229,81,17,3,12
1220,81,18,16,3
1224,81,21,4,7
1223,81,22,6,6
1226,81,23,7,9
1235,81,27,18,18
1227,81,30,6,10
1221,81,31,1,4
1232,81,32,9,15
1237,81,33,17,20
1228,81,35,15,11
1234,81,39,17,17
1236,81,40,18,19
1244,82,2,3,7
1240,82,4,4,3
1238,82,8,1,1
1245,82,11,16,8
1250,82,13,15,13
1248,82,14,9,11
1246,82,15,7,9
1243,82,17,3,6
1239,82,18,16,2
1241,82,21,4,4
1252,82,22,6,15
1249,82,23,7,12
1253,82,27,18,16
1242,82,30,6,5
1256,82,31,1,19
1247,82,32,9,10
1255,82,33,17,18
1251,82,35,15,14
1254,82,38,18,17
1257,82,39,17,20
1269,83,2,3,12
1263,83,4,4,6
1261,83,8,1,4
1267,83,11,16,10
1271,83,13,15,14
1270,83,14,9,13
1260,83,15,7,3
1273,83,17,3,16
1265,83,18,16,8
1266,83,21,4,9
1264,83,22,6,7
1262,83,23,7,5
1274,83,27,18,17
1258,83,30,6,1
1259,83,31,1,2
1268,83,32,9,11
1277,83,33,17,20
1272,83,35,15,15
1276,83,38,18,19
1275,83,39,17,18
1283,84,2,3,6
1280,84,4,4,3
1278,84,8,1,1
1291,84,11,16,14
1285,84,13,15,8
1289,84,14,9,12
1282,84,15,7,5
1284,84,17,3,7
1290,84,18,16,13
1279,84,21,4,2
1288,84,22,6,11
1286,84,23,7,9
1293,84,27,18,16
1297,84,30,6,20
1281,84,31,1,4
1287,84,32,9,10
1292,84,33,17,15
1295,84,35,15,18
1294,84,38,18,17
1296,84,39,17,19
1300,85,4,4,3
1298,85,8,1,1
1302,85,11,16,5
1312,85,13,15,15
1308,85,14,9,11
1303,85,15,7,6
1311,85,17,3,14
1301,85,18,16,4
1306,85,21,4,9
1305,85,22,6,8
1307,85,23,7,10
1317,85,27,18,20
1304,85,30,6,7
1299,85,31,1,2
1310,85,32,9,13
1314,85,33,17,17
1309,85,35,15,12
1315,85,38,18,18
1316,85,39,17,19
1313,85,42,3,16
1322,86,4,4,5
1319,86,8,1,2
1328,86,11,16,11
1325,86,13,15,8
1329,86,14,9,12
1321,86,15,7,4
1327,86,17,3,10
1326,86,18,16,9
1320,86,21,4,3
1330,86,22,6,13
1323,86,23,7,6
1335,86,27,18,18
1324,86,30,6,7
1318,86,31,1,1
1333,86,32,9,16
1336,86,33,17,19
1331,86,35,15,14
1334,86,38,18,17
1337,86,39,17,20
1332,86,42,3,15
1338,87,4,4,1
1342,87,8,1,5
1356,87,11,16,19
1346,87,13,15,9
1353,87,14,9,16
1345,87,15,7,8
1351,87,17,3,14
1341,87,18,16,4
1340,87,21,4,3
1347,87,22,6,10
1348,87,23,7,11
1355,87,27,18,18
1344,87,30,6,7
1339,87,31,1,2
1343,87,32,9,6
1350,87,33,17,13
1349,87,35,15,12
1357,87,38,18,20
1354,87,39,17,17
1352,87,42,3,15
1373,88,4,4,16
1374,88,8,1,17
1362,88,11,16,5
1367,88,13,15,10
1363,88,14,9,6
1376,88,15,7,19
1364,88,17,3,7
1359,88,18,16,2
1360,88,21,4,3
1366,88,22,6,9
1358,88,23,7,1
1370,88,27,18,13
1371,88,30,6,14
1375,88,31,1,18
1361,88,32,9,4
1377,88,33,17,20
1365,88,35,15,8
1372,88,38,18,15
1368,88,39,17,11
1369,88,42,3,12
1378,89,4,4,1
1380,89,8,1,3
1394,89,11,16,17
1388,89,13,15,11
1384,89,14,9,7
1389,89,15,7,12
1387,89,17,3,10
1381,89,18,16,4
1379,89,21,4,2
1385,89,22,6,8
1386,89,23,7,9
1395,89,27,18,18
1383,89,30,6,6
1382,89,31,1,5
1391,89,32,9,14
1396,89,33,17,19
1393,89,35,15,16
1397,89,38,18,20
1392,89,39,17,15
1390,89,42,3,13
4093,90,2,17,15
4083,90,4,4,5
4088,90,8,1,10
4085,90,11,16,7
4089,90,13,15,11
4090,90,14,1,12
4087,90,15,4,9
4084,90,17,19,6
4082,90,18,16,4
4092,90,21,15,14
4080,90,22,6,2
4086,90,23,3,8
4079,90,30,6,1
4081,90,31,3,3
4097,90,32,19,19
4091,90,43,7,13
4096,90,44,7,18
4094,90,45,17,16
4098,90,46,18,20
4095,90,47,18,17
4113,91,2,17,15
4117,91,4,4,19
4103,91,8,1,5
4118,91,11,16,20
4109,91,13,15,11
4107,91,14,1,9
4106,91,15,4,8
4100,91,17,19,2
4104,91,18,16,6
4110,91,21,15,12
4101,91,22,6,3
4105,91,23,3,7
4099,91,30,6,1
4102,91,31,3,4
4111,91,32,19,13
4108,91,43,7,10
4112,91,44,7,14
4116,91,45,17,18
4114,91,46,18,16
4115,91,47,18,17
4133,92,2,17,15
4135,92,4,4,17
4138,92,8,1,20
4123,92,11,16,5
4131,92,13,15,13
4128,92,14,1,10
4125,92,15,4,7
4132,92,17,19,14
4124,92,18,16,6
4129,92,21,15,11
4120,92,22,6,2
4122,92,23,3,4
4119,92,30,6,1
4121,92,31,3,3
4130,92,32,19,12
4127,92,43,7,9
4126,92,44,7,8
4134,92,45,17,16
4136,92,46,18,18
4137,92,47,18,19
4154,93,2,17,16
4144,93,4,4,6
4158,93,8,1,20
4145,93,11,16,7
4150,93,13,15,12
4149,93,14,1,11
4147,93,15,4,9
4146,93,17,19,8
4139,93,18,16,1
4157,93,21,15,19
4142,93,22,6,4
4143,93,23,3,5
4140,93,30,6,2
4141,93,31,3,3
4152,93,32,19,14
4148,93,43,7,10
4151,93,44,7,13
4153,93,45,17,15
4155,93,46,18,17
4156,93,47,18,18
4173,94,2,17,15
4166,94,4,4,8
4171,94,8,1,13
4161,94,11,16,3
4175,94,13,15,17
4168,94,14,1,10
4162,94,15,4,4
4167,94,17,19,9
4172,94,18,16,14
4170,94,21,15,12
4163,94,22,6,5
4164,94,23,3,6
4159,94,30,6,1
4160,94,31,3,2
4174,94,32,19,16
4169,94,43,7,11
4165,94,44,7,7
4177,94,45,17,19
4176,94,46,18,18
4178,94,47,18,20
4195,95,2,17,17
4182,95,4,4,4
4184,95,8,1,6
4186,95,11,16,8
4194,95,13,15,16
4187,95,14,1,9
4179,95,15,4,1
4190,95,17,19,12
4181,95,18,16,3
4189,95,21,15,11
4185,95,22,6,7
4180,95,23,3,2
4183,95,30,6,5
4188,95,31,3,10
4192,95,32,19,14
4193,95,43,7,15
4191,95,44,7,13
4196,95,45,17,18
4198,95,46,18,20
4197,95,47,18,19
4211,96,2,17,13
4204,96,4,4,6
4202,96,8,1,4
4200,96,11,16,2
4214,96,13,15,16
4216,96,14,1,18
4201,96,15,4,3
4212,96,17,19,14
4203,96,18,16,5
4217,96,21,15,19
4205,96,22,6,7
4207,96,23,3,9
4199,96,30,6,1
4206,96,31,3,8
4210,96,32,19,12
4209,96,43,7,11
4208,96,44,7,10
4213,96,45,17,15
4218,96,46,18,20
4215,96,47,18,17
4233,97,2,17,15
4223,97,4,4,5
4226,97,8,1,8
4234,97,10,17,16
4235,97,11,16,17
4237,97,13,15,19
4227,97,14,1,9
4221,97,15,4,3
4232,97,17,19,14
4220,97,18,16,2
4229,97,21,15,11
4225,97,22,6,7
4219,97,23,3,1
4224,97,30,6,6
4222,97,31,3,4
4228,97,32,19,10
4230,97,43,7,12
4231,97,44,7,13
4238,97,46,18,20
4236,97,47,18,18
4254,98,2,17,16
4247,98,4,4,9
4245,98,8,1,7
4241,98,11,16,3
4253,98,13,15,15
4250,98,14,1,12
4258,98,15,4,20
4248,98,17,19,10
4242,98,18,16,4
4252,98,21,15,14
4239,98,22,6,1
4244,98,23,3,6
4240,98,30,6,2
4243,98,31,3,5
4251,98,32,19,13
4249,98,43,7,11
4246,98,44,7,8
4255,98,45,17,17
4256,98,46,18,18
4257,98,47,18,19
4275,99,2,17,17
4259,99,4,4,1
4267,99,8,1,9
4265,99,11,16,7
4274,99,13,15,16
4261,99,14,1,3
4263,99,15,4,5
4270,99,17,19,12
4262,99,18,16,4
4273,99,21,15,15
4268,99,22,6,10
4260,99,30,6,2
4264,99,31,3,6
4271,99,32,19,13
4269,99,43,7,11
4272,99,44,7,14
4276,99,45,17,18
4277,99,46,18,19
4278,99,47,18,20
4266,99,48,3,8
4295,100,2,17,17
4284,100,4,4,6
4279,100,8,1,1
4287,100,11,16,9
4289,100,13,15,11
4285,100,14,1,7
4283,100,15,4,5
4288,100,17,19,10
4281,100,18,16,3
4298,100,21,15,20
4280,100,22,6,2
4282,100,30,6,4
4286,100,31,3,8
4293,100,32,19,15
4292,100,43,7,14
4290,100,44,7,12
4294,100,45,17,16
4296,100,46,18,18
4297,100,47,18,19
4291,100,48,3,13
4316,101,2,17,18
4304,101,4,4,6
4302,101,8,1,4
4307,101,11,16,9
4314,101,13,15,16
4303,101,14,1,5
4305,101,15,4,7
4310,101,17,19,12
4301,101,18,16,3
4312,101,21,15,14
4306,101,22,6,8
4299,101,30,6,1
4300,101,31,3,2
4311,101,32,19,13
4309,101,42,3,11
4313,101,43,7,15
4308,101,44,7,10
4315,101,45,17,17
4317,101,46,18,19
4318,101,47,18,20
4334,102,2,17,16
4323,102,4,4,5
4328,102,8,1,10
4321,102,11,16,3
4338,102,13,15,20
4330,102,14,1,12
4327,102,15,4,9
4329,102,17,19,11
4322,102,18,16,4
4326,102,21,15,8
4320,102,22,6,2
4319,102,30,6,1
4325,102,31,3,7
4332,102,32,19,14
4333,102,41,7,15
4324,102,42,3,6
4331,102,44,7,13
4335,102,45,17,17
4337,102,46,18,19
4336,102,47,18,18
4354,103,2,17,16
4341,103,4,4,3
4348,103,8,1,10
4353,103,11,16,15
4346,103,13,15,8
4342,103,14,1,4
4339,103,15,4,1
4345,103,17,19,7
4350,103,18,16,12
4343,103,21,15,5
4344,103,22,6,6
4340,103,30,6,2
4349,103,31,3,11
4351,103,32,19,13
4358,103,41,7,20
4352,103,42,3,14
4347,103,44,7,9
4357,103,45,17,19
4355,103,46,18,17
4356,103,47,18,18
1414,104,2,17,17
1401,104,4,4,4
1404,104,8,1,7
1402,104,11,16,5
1413,104,13,15,16
1407,104,14,1,10
1406,104,15,4,9
1409,104,17,19,12
1403,104,18,16,6
1412,104,21,15,15
1398,104,22,6,1
1400,104,30,6,3
1399,104,31,3,2
1411,104,32,19,14
1408,104,41,7,11
1405,104,42,3,8
1410,104,44,7,13
1415,104,45,17,18
1417,104,46,18,20
1416,104,47,18,19
4373,105,2,17,15
4364,105,4,4,6
4360,105,8,1,2
4375,105,10,17,17
4367,105,11,16,9
4362,105,13,15,4
4368,105,14,1,10
4370,105,17,19,12
4361,105,18,16,3
4365,105,21,15,7
4359,105,22,6,1
4363,105,23,3,5
4378,105,30,6,20
4369,105,31,3,11
4374,105,32,19,16
4371,105,35,4,13
4372,105,41,7,14
4366,105,44,7,8
4377,105,46,18,19
4376,105,47,18,18
4394,106,2,17,16
4389,106,4,4,11
4390,106,8,1,12
4395,106,10,17,17
4382,106,11,16,4
4398,106,13,15,20
4386,106,14,1,8
4384,106,15,7,6
4381,106,17,19,3
4383,106,18,16,5
4385,106,21,15,7
4393,106,22,6,15
4380,106,23,3,2
4379,106,30,6,1
4391,106,31,3,13
4392,106,32,19,14
4387,106,35,4,9
4388,106,44,7,10
4396,106,46,18,18
4397,106,47,18,19
4415,107,2,17,17
4407,107,4,4,9
4401,107,8,1,3
4416,107,10,17,18
4404,107,11,16,6
4402,107,13,15,4
4411,107,14,1,13
4408,107,15,7,10
4410,107,17,19,12
4403,107,18,16,5
4409,107,21,15,11
4399,107,22,6,1
4405,107,23,3,7
4406,107,30,6,8
4400,107,31,3,2
4414,107,32,19,16
4412,107,35,4,14
4413,107,41,7,15
4418,107,46,18,20
4417,107,47,18,19
3786,108,2,15,7
3789,108,4,4,10
3794,108,8,1,15
3790,108,14,1,11
3791,108,15,4,12
3793,108,17,19,14
3787,108,18,16,8
3792,108,21,17,13
3781,108,22,6,2
3788,108,23,3,9
3780,108,30,6,1
3782,108,31,3,3
3785,108,35,16,6
3797,108,42,19,18
3795,108,43,7,16
3784,108,44,7,5
3783,108,49,15,4
3799,108,50,18,20
3798,108,51,18,19
3796,108,52,17,17
1423,109,2,15,6
1418,109,4,4,1
1424,109,8,1,7
1421,109,14,1,4
1419,109,15,4,2
1433,109,17,19,16
1426,109,18,16,9
1431,109,21,17,14
1422,109,22,6,5
1434,109,23,3,17
1420,109,30,6,3
1425,109,31,3,8
1429,109,35,16,12
1432,109,42,19,15
1428,109,43,7,11
1427,109,44,7,10
1430,109,49,15,13
1435,109,50,18,18
1436,109,51,18,19
1437,109,52,17,20
3811,110,2,15,12
3809,110,4,4,10
3803,110,8,1,4
3801,110,14,1,2
3804,110,15,4,5
3802,110,17,19,3
3810,110,18,16,11
3807,110,21,17,8
3800,110,22,6,1
3805,110,23,3,6
3806,110,30,6,7
3808,110,31,3,9
3812,110,35,16,13
3816,110,42,19,17
3817,110,43,7,18
3814,110,44,7,15
3813,110,49,15,14
3818,110,50,18,19
3819,110,51,18,20
3815,110,52,17,16
3830,111,2,15,11
3827,111,4,4,8
3825,111,8,1,6
3831,111,14,1,12
3835,111,15,4,16
3824,111,17,19,5
3828,111,18,16,9
3836,111,21,17,17
3822,111,22,6,3
3821,111,23,3,2
3820,111,30,6,1
3823,111,31,3,4
3826,111,35,16,7
3834,111,42,19,15
3832,111,43,7,13
3829,111,44,7,10
3833,111,49,15,14
3839,111,50,18,20
3837,111,51,18,18
3838,111,52,17,19
3853,112,2,15,14
3842,112,4,4,3
3859,112,8,1,20
3847,112,14,1,8
3843,112,15,4,4
3851,112,17,19,12
3844,112,18,16,5
3856,112,21,17,17
3841,112,22,6,2
3846,112,23,3,7
3840,112,30,6,1
3848,112,31,3,9
3850,112,35,16,11
3855,112,42,19,16
3852,112,43,7,13
3845,112,44,7,6
3849,112,49,15,10
3858,112,50,18,19
3857,112,51,18,18
3854,112,52,17,15
3863,113,2,15,4
3878,113,4,4,19
3861,113,8,1,2
3873,113,14,1,14
3865,113,15,4,6
3876,113,17,19,17
3866,113,18,16,7
3868,113,21,17,9
3864,113,22,6,5
3869,113,23,3,10
3860,113,30,6,1
3862,113,31,3,3
3871,113,35,16,12
3867,113,42,19,8
3872,113,43,7,13
3870,113,44,7,11
3874,113,49,15,15
3879,113,50,18,20
3877,113,51,18,18
3875,113,52,17,16
3893,114,2,15,14
3887,114,4,4,8
3881,114,8,1,2
3885,114,14,1,6
3883,114,15,4,4
3888,114,17,19,9
7276,114,18,16,20
3891,114,21,17,12
3886,114,22,6,7
3880,114,23,3,1
3884,114,30,6,5
3882,114,31,3,3
3890,114,35,16,11
3892,114,42,19,13
3889,114,43,7,10
3896,114,44,7,17
3894,114,49,15,15
3897,114,50,18,18
3898,114,51,18,19
3895,114,52,17,16
3910,115,2,15,12
3902,115,4,4,4
3918,115,8,1,20
3909,115,14,1,11
3906,115,15,4,8
3904,115,17,19,6
3915,115,18,16,17
3914,115,21,17,16
3903,115,22,6,5
3899,115,23,3,1
3901,115,30,6,3
3900,115,31,3,2
3912,115,35,16,14
3911,115,42,19,13
3907,115,43,7,9
3905,115,44,7,7
3908,115,49,15,10
3913,115,50,18,15
3916,115,51,18,18
3917,115,52,17,19
3938,116,2,15,20
3926,116,4,4,8
3919,116,8,1,1
3927,116,14,1,9
3924,116,15,4,6
3929,116,17,19,11
3930,116,18,16,12
3931,116,21,17,13
3923,116,22,6,5
3921,116,23,3,3
3920,116,30,6,2
3922,116,31,3,4
3935,116,35,16,17
3934,116,42,19,16
3928,116,43,7,10
3925,116,44,7,7
3933,116,49,15,15
3936,116,50,18,18
3937,116,51,18,19
3932,116,52,17,14
3953,117,2,15,15
3945,117,4,4,7
3942,117,8,1,4
3943,117,14,1,5
3944,117,15,4,6
3947,117,17,19,9
3952,117,18,16,14
3955,117,21,17,17
3946,117,22,6,8
3939,117,23,3,1
3941,117,30,6,3
3940,117,31,3,2
3950,117,35,16,12
3949,117,42,19,11
3951,117,43,7,13
3948,117,44,7,10
3954,117,49,15,16
3957,117,50,18,19
3958,117,51,18,20
3956,117,52,17,18
3974,118,2,15,16
3966,118,4,4,8
3961,118,8,1,3
3970,118,14,1,12
3960,118,15,4,2
3969,118,17,19,11
3978,118,18,16,20
3973,118,21,17,15
3959,118,22,6,1
3962,118,23,3,4
3963,118,30,6,5
3965,118,31,3,7
3967,118,35,16,9
3968,118,42,19,10
3964,118,43,7,6
3971,118,44,7,13
3972,118,49,15,14
3977,118,50,18,19
3976,118,51,18,18
3975,118,52,17,17
3993,119,2,15,15
3986,119,4,4,8
3983,119,8,1,5
3988,119,14,1,10
3982,119,15,4,4
3989,119,17,19,11
3995,119,18,16,17
3990,119,21,17,12
3981,119,22,6,3
3980,119,23,3,2
3984,119,30,6,6
3979,119,31,3,1
3991,119,35,16,13
3987,119,43,7,9
3985,119,44,7,7
3992,119,49,15,14
3997,119,50,18,19
3994,119,51,19,16
3996,119,52,17,18
3998,119,53,18,20
4009,120,2,15,11
3999,120,4,4,1
4005,120,8,1,7
4007,120,14,1,9
4004,120,15,4,6
4001,120,17,19,3
4012,120,18,16,14
4011,120,21,17,13
4003,120,22,6,5
4000,120,23,3,2
4006,120,30,6,8
4002,120,31,3,4
4014,120,35,16,16
4013,120,43,7,15
4008,120,44,7,10
4017,120,47,17,19
4015,120,49,15,17
4016,120,50,18,18
4010,120,51,19,12
4018,120,53,18,20
4034,121,2,15,16
4038,121,4,4,20
4022,121,8,1,4
4026,121,14,1,8
4024,121,15,4,6
4029,121,17,19,11
4025,121,18,16,7
4031,121,21,17,13
4021,121,22,6,3
4019,121,30,6,1
4020,121,31,3,2
4028,121,35,16,10
4030,121,43,7,12
4027,121,44,7,9
4036,121,47,17,18
4023,121,48,3,5
4032,121,49,15,14
4035,121,50,18,17
4033,121,51,19,15
4037,121,53,18,19
4051,122,2,15,13
4044,122,4,4,6
4039,122,8,1,1
4046,122,14,1,8
4048,122,15,4,10
4052,122,17,19,14
4049,122,18,16,11
4055,122,21,17,17
4040,122,22,6,2
4043,122,23,3,5
4045,122,30,6,7
4042,122,31,3,4
4050,122,35,16,12
4047,122,43,7,9
4041,122,44,7,3
4053,122,49,15,15
4057,122,50,18,19
4054,122,51,19,16
4056,122,52,17,18
4058,122,53,18,20
4069,123,2,15,11
4063,123,4,4,5
4066,123,8,1,8
4071,123,11,16,13
4065,123,14,1,7
4078,123,15,4,20
4064,123,17,19,6
4067,123,18,16,9
4074,123,21,17,16
4059,123,22,6,1
4077,123,23,3,19
4072,123,30,6,14
4060,123,31,3,2
4061,123,43,7,3
4062,123,44,7,4
4070,123,49,15,12
4075,123,50,18,17
4068,123,51,19,10
4073,123,52,17,15
4076,123,53,18,18
1444,125,2,15,7
1442,125,8,1,5
1452,125,11,17,15
1451,125,13,15,14
1443,125,14,1,6
1449,125,15,4,12
1458,125,17,18,21
1445,125,18,4,8
1446,125,21,17,9
1440,125,22,6,3
1441,125,23,3,4
1438,125,30,6,1
1439,125,31,3,2
1450,125,35,16,13
1454,125,37,19,17
1455,125,44,16,18
1448,125,49,21,11
1457,125,56,19,20
1453,125,59,21,16
1459,125,62,18,22
1447,125,63,7,10
1456,125,66,7,19
1471,140,2,15,12
1463,140,8,1,4
1466,140,11,17,7
1474,140,13,15,15
1462,140,14,1,3
1470,140,15,4,11
1478,140,17,18,19
1469,140,18,4,10
1467,140,21,17,8
1461,140,22,6,2
1464,140,23,3,5
1460,140,30,6,1
1465,140,31,3,6
1468,140,35,16,9
1476,140,37,19,17
1475,140,44,16,16
1473,140,56,19,14
1479,140,62,18,20
1472,140,63,7,13
1477,140,66,7,18
1485,156,2,15,6
1496,156,4,18,17
1490,156,8,15,11
1486,156,14,1,7
1487,156,15,17,8
1489,156,18,22,10
1491,156,21,22,12
1484,156,22,6,5
1481,156,23,3,2
1480,156,30,6,1
1482,156,31,3,3
1497,156,35,16,18
1495,156,37,19,16
1492,156,44,16,13
1494,156,49,20,15
1499,156,50,21,20
1488,156,55,17,9
1493,156,56,19,14
1483,156,57,1,4
1498,156,59,21,19
1500,156,61,20,21
1501,156,62,18,22
1516,158,2,20,15
1503,158,14,1,2
1507,158,15,17,6
1522,158,18,3,21
1510,158,21,22,9
1505,158,22,6,4
1512,158,23,3,11
1515,158,25,22,14
1504,158,30,6,3
1509,158,35,16,8
1513,158,37,21,12
1517,158,41,16,16
1519,158,48,18,18
1506,158,49,17,5
1514,158,50,21,13
1518,158,55,20,17
1508,158,56,19,7
1502,158,57,1,1
1523,158,60,18,22
1511,158,63,15,10
1520,158,64,15,19
1521,158,65,19,20
1545,160,2,20,22
1526,160,14,1,3
1531,160,15,17,8
1541,160,18,3,18
1542,160,21,22,19
1527,160,22,6,4
1528,160,23,3,5
1534,160,25,22,11
